Approved symbol	Ensembl gene ID	Previous symbols	Alias symbols
RPL29P7	ENSG00000213063
RPL29P8	ENSG00000223777
RPL29P9	ENSG00000233565
RPL29P10
RPL29P11	ENSG00000224858
RPL29P12	ENSG00000224993
RPL29P13	ENSG00000243744
RPL29P14	ENSG00000241112
RPL29P15	ENSG00000213755
RPL29P16	ENSG00000183239
RPL29P17	ENSG00000229700
RPL29P18	ENSG00000240271
RPL29P19	ENSG00000224594
RPL29P20	ENSG00000225513
RPL29P21	ENSG00000213779
RPL29P22	ENSG00000239924
RPL29P23	ENSG00000241950
RPL29P24	ENSG00000241030
RPL29P25	ENSG00000241286
RPL29P26	ENSG00000241556
RPL29P27	ENSG00000244712
RPL29P28	ENSG00000232378
RPL29P29	ENSG00000225289
RPL29P30	ENSG00000235420
RPL29P31	ENSG00000237888		p17, PERMIT
RPL29P32	ENSG00000242945
RPL29P33	ENSG00000257074
RPL29P34	ENSG00000239255
RPL29P35	ENSG00000215444
RPL30	ENSG00000156482		L30, eL30
RPL30-AS1	ENSG00000245970		KB-1208A12.3, AP003352.1
RPL30P1	ENSG00000225713
RPL30P2	ENSG00000234272
RPL30P3	ENSG00000223640
RPL30P4	ENSG00000237676
RPL30P5	ENSG00000239525
RPL30P6	ENSG00000242936
RPL30P7	ENSG00000244361
RPL30P8
RPL30P9	ENSG00000242709
RPL30P10	ENSG00000243050
RPL30P11	ENSG00000244573
RPL30P12	ENSG00000240631
RPL30P13	ENSG00000229014
RPL30P14	ENSG00000243256
RPL30P15	ENSG00000233357
RPL30P16	ENSG00000230169
RPL31	ENSG00000071082		L31, eL31
RPL31P1	ENSG00000214326	RPL31P
RPL31P2	ENSG00000230837		dJ553F4.5
RPL31P3	ENSG00000237929		dJ1018D12.4
RPL31P4	ENSG00000213598
RPL31P5	ENSG00000205767
RPL31P6	ENSG00000240484		HsT19508
RPL31P7	ENSG00000232083
RPL31P8	ENSG00000213896
RPL31P9	ENSG00000264054
RPL31P10	ENSG00000213942
RPL31P11	ENSG00000213075
RPL31P12	ENSG00000227207
RPL31P13	ENSG00000228646
RPL31P14	ENSG00000237930
RPL31P15	ENSG00000232430
RPL31P16	ENSG00000233159
RPL31P17	ENSG00000235225
RPL31P18	ENSG00000213849
RPL31P19	ENSG00000227309
RPL31P20	ENSG00000229756
RPL31P21	ENSG00000241400
RPL31P22	ENSG00000227433
RPL31P23	ENSG00000244740
RPL31P24	ENSG00000241853
RPL31P25	ENSG00000242768
RPL31P26	ENSG00000241281
RPL31P27
RPL31P28	ENSG00000219863
RPL31P29	ENSG00000231316
RPL31P30	ENSG00000230702
RPL31P31	ENSG00000239983
RPL31P32	ENSG00000216902
RPL31P33	ENSG00000218049
RPL31P34	ENSG00000231359
RPL31P35	ENSG00000232612
RPL31P36	ENSG00000224545
RPL31P37	ENSG00000213302
RPL31P38	ENSG00000179131
RPL31P39	ENSG00000213291
RPL31P40	ENSG00000253964
RPL31P41	ENSG00000239261
RPL31P42	ENSG00000237083
RPL31P43	ENSG00000213557
RPL31P44	ENSG00000213657
RPL31P45	ENSG00000233318
RPL31P46	ENSG00000241170
RPL31P47	ENSG00000233541
RPL31P48	ENSG00000243164
RPL31P49	ENSG00000241680
RPL31P50	ENSG00000231788
RPL31P51	ENSG00000213470
RPL31P52	ENSG00000219355
RPL31P53	ENSG00000225352
RPL31P54	ENSG00000229865
RPL31P55
RPL31P56	ENSG00000240760
RPL31P57	ENSG00000256358
RPL31P58	ENSG00000243053
RPL31P59	ENSG00000240364
RPL31P60	ENSG00000239988
RPL31P61	ENSG00000243297
RPL31P62	ENSG00000235328
RPL31P63	ENSG00000236735
RPL31P64	ENSG00000236425
RPL32	ENSG00000144713		L32, eL32
RPL32P1	ENSG00000224796	RPL32P	RPL32-L
RPL32P2	ENSG00000243094		HsT20607
RPL32P3	ENSG00000251474
RPL32P4	ENSG00000243761	RPL32L
RPL32P5	ENSG00000236325	RPL32L2
RPL32P6	ENSG00000224064
RPL32P7	ENSG00000243396
RPL32P8	ENSG00000240246
RPL32P9	ENSG00000241143
RPL32P10	ENSG00000213157
RPL32P11	ENSG00000213872
RPL32P12	ENSG00000242209
RPL32P13	ENSG00000241002
RPL32P14	ENSG00000242654
RPL32P15	ENSG00000213461
RPL32P16	ENSG00000219747
RPL32P17	ENSG00000213210
RPL32P18	ENSG00000146677
RPL32P19	ENSG00000226836
RPL32P20	ENSG00000243537
RPL32P21	ENSG00000125385
RPL32P22	ENSG00000213529
RPL32P23	ENSG00000214015
RPL32P24	ENSG00000241020
RPL32P25	ENSG00000242993
RPL32P26	ENSG00000241941
RPL32P27	ENSG00000239617
RPL32P28	ENSG00000232105
RPL32P29	ENSG00000244270
RPL32P30	ENSG00000241130
RPL32P31	ENSG00000213128
RPL32P32	ENSG00000241157
RPL32P33	ENSG00000243514
RPL32P34	ENSG00000239524
RPL32P35	ENSG00000223995
RPL32P36	ENSG00000189145
RPL32P37	ENSG00000267589
RPL34	ENSG00000109475		L34, eL34
RPL34-DT	ENSG00000234492	RPL34-AS1	FLJ37673, RP11-462C24.1
RPL34P1	ENSG00000237049
RPL34P2
RPL34P3	ENSG00000223671
RPL34P4
RPL34P5
RPL34P6	ENSG00000231333
RPL34P7
RPL34P8	ENSG00000237583
RPL34P9	ENSG00000244441
RPL34P10	ENSG00000236489
RPL34P11	ENSG00000230480
RPL34P12
RPL34P13
RPL34P14	ENSG00000220614
RPL34P15
RPL34P16	ENSG00000217239
RPL34P17	ENSG00000240534
RPL34P18	ENSG00000240509
RPL34P19	ENSG00000230240
RPL34P20	ENSG00000231508
RPL34P21	ENSG00000244451
RPL34P22	ENSG00000244267
RPL34P23	ENSG00000243669
RPL34P24	ENSG00000240808
RPL34P25
RPL34P26	ENSG00000223676
RPL34P27	ENSG00000232858
RPL34P28
RPL34P29	ENSG00000244551
RPL34P30
RPL34P31	ENSG00000239223
RPL34P32
RPL34P33	ENSG00000241282
RPL34P34	ENSG00000236312
RPL34P35	ENSG00000230194
RPL34P36	ENSG00000270446
RPL35	ENSG00000136942		L35, uL29
RPL35A	ENSG00000182899		L35A, eL33, GIG33
RPL35AP	ENSG00000234075		bA456N23.1
RPL35AP2	ENSG00000227383		bA571F15.2
RPL35AP3	ENSG00000230350		bA55K22.4
RPL35AP4	ENSG00000225644		BPG294E21.7, OTTHUMG00000140156
RPL35AP5	ENSG00000223505
RPL35AP6	ENSG00000228879
RPL35AP7	ENSG00000225487
RPL35AP8	ENSG00000235787
RPL35AP9	ENSG00000243675
RPL35AP10	ENSG00000243687
RPL35AP11	ENSG00000241103
RPL35AP12	ENSG00000227283
RPL35AP13	ENSG00000242602
RPL35AP14	ENSG00000240436
RPL35AP15	ENSG00000243758
RPL35AP16	ENSG00000239602
RPL35AP17	ENSG00000239317
RPL35AP18	ENSG00000220311
RPL35AP19	ENSG00000239872
RPL35AP20	ENSG00000232946
RPL35AP21	ENSG00000229814
RPL35AP22	ENSG00000235133
RPL35AP23	ENSG00000264217	RPL35AP25
RPL35AP24	ENSG00000230166
RPL35AP25
RPL35AP26	ENSG00000243607
RPL35AP27	ENSG00000244743
RPL35AP28	ENSG00000242041
RPL35AP29	ENSG00000244540
RPL35AP30	ENSG00000226729
RPL35AP31	ENSG00000233460
RPL35AP32	ENSG00000243404
RPL35AP33	ENSG00000241334
RPL35AP34	ENSG00000241932
RPL35AP35	ENSG00000239256
RPL35AP36	ENSG00000224856
RPL35AP37	ENSG00000236929
RPL35AP38	ENSG00000267398
RPL35P1	ENSG00000237991
RPL35P2	ENSG00000220583
RPL35P3	ENSG00000219902
RPL35P4	ENSG00000213783
RPL35P5	ENSG00000225573
RPL35P6	ENSG00000244018
RPL35P7
RPL35P8	ENSG00000226142
RPL35P9	ENSG00000174418
RPL35P10	ENSG00000266944
RPL36	ENSG00000130255		DKFZp566B023, L36, eL36
RPL36A	ENSG00000241343	RPL44	L36A, eL42
RPL36A-HNRNPH2	ENSG00000257529
RPL36AL	ENSG00000165502	RPL36A, RPL36AP42
RPL36AP1	ENSG00000242995
RPL36AP2	ENSG00000214759
RPL36AP4	ENSG00000241499
RPL36AP5	ENSG00000237107		bA256G5.1
RPL36AP6	ENSG00000231293		bA380I20.1
RPL36AP7	ENSG00000228007
RPL36AP8	ENSG00000231409
RPL36AP9	ENSG00000213987
RPL36AP10	ENSG00000237959
RPL36AP11	ENSG00000237003
RPL36AP12	ENSG00000224685
RPL36AP13	ENSG00000233747
RPL36AP14	ENSG00000233335
RPL36AP15	ENSG00000235369
RPL36AP16	ENSG00000232228
RPL36AP17	ENSG00000226489
RPL36AP18	ENSG00000240426
RPL36AP19	ENSG00000243280
RPL36AP20	ENSG00000242080
RPL36AP21	ENSG00000240785
RPL36AP23	ENSG00000241722
RPL36AP24	ENSG00000238055
RPL36AP25	ENSG00000225832
RPL36AP26	ENSG00000235828
RPL36AP27	ENSG00000225443
RPL36AP28	ENSG00000225416
RPL36AP29	ENSG00000224683
RPL36AP30	ENSG00000224629
RPL36AP31	ENSG00000227753
RPL36AP32	ENSG00000242958
RPL36AP33	ENSG00000235619
RPL36AP34	ENSG00000232867
RPL36AP35	ENSG00000231810
RPL36AP36	ENSG00000237540
RPL36AP37	ENSG00000244398
RPL36AP38	ENSG00000241097
RPL36AP39	ENSG00000230980
RPL36AP40	ENSG00000240298
RPL36AP41	ENSG00000242087
RPL36AP42
RPL36AP43	ENSG00000241362
RPL36AP44	ENSG00000240163
RPL36AP45	ENSG00000240366
RPL36AP46	ENSG00000224011
RPL36AP47	ENSG00000242123
RPL36AP48	ENSG00000213180
RPL36AP49	ENSG00000243779
RPL36AP50	ENSG00000243494
RPL36AP51	ENSG00000242291
RPL36AP52	ENSG00000214925
RPL36AP53	ENSG00000224664
RPL36AP54	ENSG00000226107
RPL36AP55	ENSG00000226016
RPL36P1	ENSG00000230636		bA80K6.3
RPL36P2	ENSG00000231302		dJ530I15.5
RPL36P3	ENSG00000176043	RPL36AP3
RPL36P4	ENSG00000224497		dJ477O4.3
RPL36P5	ENSG00000215905
RPL36P6	ENSG00000224348
RPL36P7	ENSG00000213519
RPL36P8	ENSG00000225846
RPL36P9	ENSG00000218749
RPL36P10	ENSG00000226541
RPL36P11	ENSG00000240518
RPL36P12	ENSG00000213361
RPL36P13	ENSG00000236580
RPL36P14	ENSG00000169253
RPL36P15	ENSG00000240100
RPL36P16	ENSG00000224476
RPL36P17	ENSG00000226573
RPL36P18	ENSG00000235656
RPL36P19	ENSG00000232540
RPL36P20	ENSG00000234270
RPL37	ENSG00000145592		L37, eL37
RPL37A	ENSG00000197756		L37A, eL43
RPL37A-DT	ENSG00000232485
RPL37AP1	ENSG00000226243		dJ1013A22.4
RPL37AP2
RPL37AP3
RPL37AP4
RPL37AP5
RPL37AP6
RPL37AP7
RPL37AP8	ENSG00000176343
RPL37AP9
RPL37P1	ENSG00000227401		bA563A22B.2
RPL37P2	ENSG00000239559		PSANK1
RPL37P3	ENSG00000215369		RL37P
RPL37P4	ENSG00000230198		RL37P2
RPL37P5
RPL37P6	ENSG00000241431
RPL37P7
RPL37P8
RPL37P9
RPL37P10	ENSG00000224627
RPL37P11	ENSG00000225024
RPL37P12	ENSG00000237916
RPL37P13	ENSG00000233702
RPL37P14
RPL37P15	ENSG00000216365
RPL37P16
RPL37P17
RPL37P18	ENSG00000229235
RPL37P19
RPL37P20
RPL37P21	ENSG00000236433
RPL37P22
RPL37P23	ENSG00000243680
RPL37P24	ENSG00000224949
RPL37P25	ENSG00000251597
RPL38	ENSG00000172809		L38, eL38
RPL38P1	ENSG00000241993
RPL38P2	ENSG00000237077
RPL38P3	ENSG00000244422
RPL38P4	ENSG00000250562
RPL38P5	ENSG00000235579
RPL38P6	ENSG00000224291
RPL39	ENSG00000198918	RPL39P42	L39, eL39
RPL39L	ENSG00000163923	RPL39L1
RPL39P	ENSG00000228601		dJ1167H4.5
RPL39P2
RPL39P3	ENSG00000235174		Em:AC019205.3
RPL39P4
RPL39P5	ENSG00000214289
RPL39P6	ENSG00000238173
RPL39P7
RPL39P8
RPL39P9
RPL39P10
RPL39P11
RPL39P12
RPL39P13
RPL39P14	ENSG00000224463
RPL39P15	ENSG00000231414
RPL39P16	ENSG00000227470
RPL39P17	ENSG00000231362
RPL39P18	ENSG00000229468
RPL39P19
RPL39P20
RPL39P21
RPL39P22
RPL39P23
RPL39P24
RPL39P25	ENSG00000227271
RPL39P26	ENSG00000240454
RPL39P27
RPL39P28	ENSG00000244432
RPL39P29	ENSG00000236860
RPL39P30
RPL39P31	ENSG00000242176
RPL39P32
RPL39P33	ENSG00000243058
RPL39P34	ENSG00000242255
RPL39P35
RPL39P36	ENSG00000239912
RPL39P37
RPL39P38	ENSG00000241464
RPL39P39	ENSG00000231005
RPL39P40	ENSG00000226580
RPL39P41	ENSG00000226233
RPL39P42
RPL41	ENSG00000229117		L41, eL41
RPL41L2			dJ1065O2.1
RPL41P1	ENSG00000227063	RPL41L2
RPL41P2	ENSG00000256338
RPL41P3
RPL41P4
RPL41P5	ENSG00000256393	RPL41L
RPL41P6
RPL41P7
RPLP0	ENSG00000089157		PRLP0, P0, L10E, RPP0, LP0, uL10
RPLP1	ENSG00000137818		LP1, P1
RPLP1L1
RPLP1L2
RPLP1L3
RPLP1L4
RPLP1P1
RPLP1P2
RPLP1P3
RPLP1P4
RPLP1P5	ENSG00000214657
RPLP1P6	ENSG00000213433
RPLP1P7
RPLP1P8
RPLP1P9
RPLP1P10	ENSG00000226888
RPLP1P11	ENSG00000243686
RPLP1P12
RPLP1P13	ENSG00000232163
RPLP2	ENSG00000177600	D11S2243E	P2, RPP2, MGC71408, LP2
RPLP2P1	ENSG00000214374		dJ408B20.3
RPLP2P2
RPLP2P3
RPLP2P4
RPLP2P5
RPLP0P1	ENSG00000226229		dJ777L9.2
RPLP0P2	ENSG00000243742
RPLP0P3	ENSG00000240023
RPLP0P4	ENSG00000230779
RPLP0P5	ENSG00000232883
RPLP0P6	ENSG00000213553
RPLP0P7	ENSG00000238069
RPLP0P8	ENSG00000244640
RPLP0P9	ENSG00000229119
RPLP0P10	ENSG00000244705
RPLP0P11	ENSG00000239780
RPLP0P12	ENSG00000267669
RPML3
RPML12
RPMS12
RPN1	ENSG00000163902		OST1
RPN2	ENSG00000118705		SWP1, RPNII, RIBIIR, RPN-II
RPP14	ENSG00000163684		P14
RPP21	ENSG00000241370	C6orf135	FLJ22638, Em:AB014085.3
RPP25	ENSG00000178718		FLJ20374
RPP25L	ENSG00000164967	C9orf23	bA296L22.5, MGC29635
RPP30	ENSG00000148688		TSG15
RPP38	ENSG00000152464
RPP38-DT	ENSG00000176236	C10orf111	MGC35468, bA455B2.4
RPP40	ENSG00000124787	RNASEP1	bA428J1.3
RPP40P1	ENSG00000229310
RPP40P2	ENSG00000271190
RPPH1	ENSG00000277209		H1RNA, RPPH1-1
RPPH1-2P	ENSG00000252497
RPPH1-3P	ENSG00000252350
RPRD1A	ENSG00000141425		P15RS, FLJ10656, HsT3101
RPRD1B	ENSG00000101413	C20orf77	dJ1057B20.2, DKFZp434P0735, CREPT, FLJ44520, NET60, Kub5-Hera, K-H
RPRD2	ENSG00000163125	KIAA0460	FLJ32145, HSPC099
RPRM	ENSG00000177519		FLJ90327, REPRIMO
RPRML	ENSG00000179673		MGC43894
RPS1L
RPS2	ENSG00000140988		LLREP3, S2, uS5
RPS2P1	ENSG00000225246		dJ64K7.1
RPS2P2	ENSG00000177776
RPS2P3
RPS2P4	ENSG00000196183
RPS2P5	ENSG00000240342		bcm384
RPS2P6	ENSG00000214255
RPS2P7	ENSG00000235508	RPS2L1	dJ688G8.1
RPS2P8
RPS2P9
RPS2P10
RPS2P11
RPS2P12
RPS2P13
RPS2P14
RPS2P15	ENSG00000235440
RPS2P16	ENSG00000230799
RPS2P17	ENSG00000213399
RPS2P18	ENSG00000231735
RPS2P19	ENSG00000244249
RPS2P20
RPS2P21
RPS2P22
RPS2P23
RPS2P24	ENSG00000244019
RPS2P25	ENSG00000241965
RPS2P26
RPS2P27
RPS2P28	ENSG00000179157
RPS2P29	ENSG00000219470
RPS2P30
RPS2P31
RPS2P32	ENSG00000232818		MGC27348
RPS2P33
RPS2P34
RPS2P35	ENSG00000238172
RPS2P36	ENSG00000227032
RPS2P37
RPS2P38
RPS2P39	ENSG00000240698
RPS2P40
RPS2P41	ENSG00000244060
RPS2P42
RPS2P43
RPS2P44	ENSG00000243609
RPS2P45	ENSG00000244378		FLJ12331
RPS2P46	ENSG00000189343
RPS2P47
RPS2P48	ENSG00000233380
RPS2P49
RPS2P50
RPS2P51
RPS2P52	ENSG00000213726
RPS2P53	ENSG00000234750
RPS2P54	ENSG00000215450
RPS2P55	ENSG00000216866
RPS3	ENSG00000149273		FLJ26283, FLJ27450, MGC87870, S3, uS3
RPS3A	ENSG00000145425	MFTL	S3A, eS1
RPS3AP1	ENSG00000233206	RPS3AP
RPS3AP2	ENSG00000219027
RPS3AP3	ENSG00000231241		bA332A4.2
RPS3AP4	ENSG00000259105
RPS3AP5	ENSG00000178429		bA486O22.3
RPS3AP6	ENSG00000234797
RPS3AP7	ENSG00000229965
RPS3AP8	ENSG00000233562
RPS3AP9	ENSG00000231022
RPS3AP10	ENSG00000226292
RPS3AP11	ENSG00000230116
RPS3AP12	ENSG00000236804
RPS3AP13	ENSG00000230783
RPS3AP14	ENSG00000242229
RPS3AP15	ENSG00000244674
RPS3AP16	ENSG00000243894
RPS3AP17	ENSG00000244031
RPS3AP18	ENSG00000243417
RPS3AP19	ENSG00000244004
RPS3AP20	ENSG00000213757
RPS3AP21	ENSG00000214784
RPS3AP22	ENSG00000240083
RPS3AP23	ENSG00000218351
RPS3AP24	ENSG00000217684
RPS3AP25	ENSG00000232385
RPS3AP26	ENSG00000214389
RPS3AP27	ENSG00000226205
RPS3AP28	ENSG00000234995
RPS3AP29	ENSG00000237818
RPS3AP30	ENSG00000228744
RPS3AP31	ENSG00000244427
RPS3AP32	ENSG00000240047
RPS3AP33	ENSG00000214268
RPS3AP34	ENSG00000242607
RPS3AP35	ENSG00000244289
RPS3AP36	ENSG00000214362
RPS3AP37	ENSG00000227583
RPS3AP38	ENSG00000226318
RPS3AP39	ENSG00000237226
RPS3AP40	ENSG00000243672
RPS3AP41	ENSG00000239481
RPS3AP42	ENSG00000244244
RPS3AP43	ENSG00000242661
RPS3AP44	ENSG00000234031
RPS3AP46	ENSG00000226132
RPS3AP47	ENSG00000205871
RPS3AP48	ENSG00000242278
RPS3AP49	ENSG00000242060
RPS3AP50	ENSG00000243864
RPS3AP51	ENSG00000225971
RPS3AP52	ENSG00000230405
RPS3AP53	ENSG00000227578
RPS3AP54	ENSG00000229057
RPS3AP55	ENSG00000230203
RPS3L1
RPS3P1	ENSG00000230935		dJ631M13.3
RPS3P2	ENSG00000231307		dJ927M24.3
RPS3P3	ENSG00000228205
RPS3P4	ENSG00000220472
RPS3P5
RPS3P6	ENSG00000213363
RPS3P7	ENSG00000243101
RPS4X	ENSG00000198034		DXS306, CCG2, SCAR, SCR10, FLJ40595, RPS4, eS4
RPS4XP1	ENSG00000214203	RPS4P1
RPS4XP2	ENSG00000226948	RPS4L2, RPS4P2	dJ189G13.2
RPS4XP3	ENSG00000214541	RPS4L, RPS4P3	dJ843L14.2, RPS4XL
RPS4XP4	ENSG00000215520	RPS4P4
RPS4XP5	ENSG00000229920	RPS4P5
RPS4XP6	ENSG00000244073	RPS4P6
RPS4XP7	ENSG00000218265	RPS4P7
RPS4XP8	ENSG00000219146	RPS4P8
RPS4XP9	ENSG00000217404	RPS4P9
RPS4XP10	ENSG00000244217	RPS4P10
RPS4XP11	ENSG00000234335	RPS4P11
RPS4XP12	ENSG00000244400	RPS4P12
RPS4XP13	ENSG00000240371	RPS4P13
RPS4XP14	ENSG00000243663	RPS4P14
RPS4XP15	ENSG00000240721	RPS4P15
RPS4XP16	ENSG00000224892	RPS4P16
RPS4XP17	ENSG00000244097	RPS4P17
RPS4XP18	ENSG00000239490	RPS4P18
RPS4XP19	ENSG00000242058	RPS4P19
RPS4XP20	ENSG00000249987	RPS4P20
RPS4XP21	ENSG00000186008	RPS4P21
RPS4XP22	ENSG00000239830	RPS4P22
RPS4XP23	ENSG00000239253
RPS4Y1	ENSG00000129824	RPS4Y	MGC5070, MGC119100, S4
RPS4Y1P1
RPS4Y2	ENSG00000280969	RPS4Y2P
RPS5	ENSG00000083845		S5, uS7
RPS5P1
RPS5P2	ENSG00000224598
RPS5P3	ENSG00000215088	RPS5L
RPS5P4
RPS5P5
RPS5P6
RPS5P7	ENSG00000225381
RPS5P8	ENSG00000237730
RPS6	ENSG00000137154		S6, eS6
RPS6KA1	ENSG00000117676		RSK1, HU-1, p90Rsk, MAPKAPK1
RPS6KA2	ENSG00000071242		RSK3, HU-2
RPS6KA2-AS1	ENSG00000231654
RPS6KA2-IT1	ENSG00000232082
RPS6KA3	ENSG00000177189	MRX19, CLS	RSK2, HU-3
RPS6KA4	ENSG00000162302		RSK-B, MSK2
RPS6KA5	ENSG00000100784		MSK1, RLPK
RPS6KA6	ENSG00000072133		RSK4
RPS6KB1	ENSG00000108443	STK14A	S6K1, p70(S6K)-alpha, PS6K, S6K
RPS6KB2	ENSG00000175634		p70S6Kb, P70-BETA, STK14B, KLS, S6KB, S6Kbeta, S6Kβ
RPS6KB2-AS1	ENSG00000255949		AP003419.16
RPS6KB3
RPS6KC1	ENSG00000136643		humS6PKh1, RSKL1
RPS6KL1	ENSG00000198208		MGC11287, RSKL2
RPS6P1
RPS6P2	ENSG00000231541
RPS6P3	ENSG00000237549
RPS6P4	ENSG00000244571
RPS6P5
RPS6P7	ENSG00000219253
RPS6P8	ENSG00000224221
RPS6P9
RPS6P10
RPS6P11
RPS6P12	ENSG00000233309
RPS6P13
RPS6P14	ENSG00000225482
RPS6P15	ENSG00000230809
RPS6P16	ENSG00000243250
RPS6P17
RPS6P18
RPS6P19
RPS6P20	ENSG00000226356
RPS6P21	ENSG00000243499
RPS6P22	ENSG00000244390
RPS6P23	ENSG00000230871
RPS6P24
RPS6P25	ENSG00000240616
RPS6P26	ENSG00000213269
RPS7	ENSG00000171863		S7, eS7
RPS7P1	ENSG00000263266
RPS7P2	ENSG00000231837
RPS7P3	ENSG00000231940
RPS7P4	ENSG00000229133
RPS7P5	ENSG00000217327
RPS7P6	ENSG00000215278
RPS7P7	ENSG00000240167
RPS7P8	ENSG00000213183
RPS7P9	ENSG00000233353
RPS7P10	ENSG00000226525
RPS7P11	ENSG00000213326
RPS7P12	ENSG00000237432
RPS7P13	ENSG00000235425
RPS7P14	ENSG00000213695
RPS7P15	ENSG00000237170
RPS8	ENSG00000142937		S8, eS8
RPS8P1
RPS8P3	ENSG00000215457		HsT2707
RPS8P4	ENSG00000227437		Em:AC012468.5
RPS8P5	ENSG00000237186
RPS8P6	ENSG00000231660
RPS8P7
RPS8P8
RPS8P9
RPS8P10	ENSG00000223877
RPS8P11	ENSG00000240673
RPS9	ENSG00000170889		S9, uS4
RPS9P1	ENSG00000214889	RPS9P
RPS9P2	ENSG00000237214		bA12M9.1
RPS9P3
RPS9P4
RPS10	ENSG00000124614		MGC88819, S10, eS10
RPS10-NUDT3	ENSG00000270800
RPS10P1			RPS10p, dJ34B20.13
RPS10P2	ENSG00000213950		dJ858M22.1
RPS10P3	ENSG00000217716
RPS10P4	ENSG00000240776		bcm1851
RPS10P5	ENSG00000101278	RPS10L	bA371L19.2
RPS10P6
RPS10P7	ENSG00000223396		lnc-MCEI
RPS10P8
RPS10P9	ENSG00000227791
RPS10P10	ENSG00000226082
RPS10P11
RPS10P12
RPS10P13	ENSG00000217130
RPS10P14	ENSG00000213744
RPS10P15
RPS10P16	ENSG00000239917
RPS10P17
RPS10P18	ENSG00000229455
RPS10P19
RPS10P20	ENSG00000240443
RPS10P21	ENSG00000232881
RPS10P22
RPS10P23
RPS10P24
RPS10P25
RPS10P26
RPS10P27	ENSG00000267752
RPS10P28	ENSG00000243167
RPS10P29	ENSG00000215464
RPS10P30	ENSG00000214526
RPS10P31
RPS11	ENSG00000142534		S11, uS17
RPS11P1	ENSG00000235544		dJ1060K6.1
RPS11P2
RPS11P3
RPS11P4
RPS11P5	ENSG00000232888
RPS11P6
RPS11P7	ENSG00000214047
RPS12	ENSG00000112306		S12, eS12
RPS12P1
RPS12P2	ENSG00000234319		bA40F6.3
RPS12P3	ENSG00000232713
RPS12P4	ENSG00000236533
RPS12P5	ENSG00000226216
RPS12P6	ENSG00000240752
RPS12P7	ENSG00000243314
RPS12P8
RPS12P9
RPS12P10	ENSG00000225147
RPS12P11
RPS12P12
RPS12P13
RPS12P14	ENSG00000216813
RPS12P15	ENSG00000240724
RPS12P16	ENSG00000215184
RPS12P17	ENSG00000233163
RPS12P18	ENSG00000232965
RPS12P20	ENSG00000244134
RPS12P21	ENSG00000243930
RPS12P22
RPS12P23	ENSG00000180172
RPS12P24	ENSG00000230283
RPS12P25
RPS12P26	ENSG00000225193
RPS12P27	ENSG00000240435
RPS12P28	ENSG00000240494
RPS12P29
RPS12P30
RPS12P31	ENSG00000242325
RPS12P32	ENSG00000213303
RPS13	ENSG00000110700		S13, uS15
RPS13P1
RPS13P2	ENSG00000228929
RPS13P3	ENSG00000236913
RPS13P4	ENSG00000238111
RPS13P5	ENSG00000237953
RPS13P6
RPS13P7
RPS13P8
RPS14	ENSG00000164587		EMTB, S14, uS11
RPS14P1
RPS14P2
RPS14P3
RPS14P4	ENSG00000226928
RPS14P5	ENSG00000225933
RPS14P6
RPS14P7	ENSG00000242635
RPS14P8	ENSG00000239528
RPS14P9
RPS14P10
RPS15	ENSG00000115268		RIG, MGC111130, S15, uS19
RPS15A	ENSG00000134419		S15A, uS8
RPS15AP1	ENSG00000214535		dJ872K7.6
RPS15AP2
RPS15AP3	ENSG00000214903
RPS15AP4
RPS15AP5	ENSG00000223540		Em:AC025947.3
RPS15AP6	ENSG00000233072
RPS15AP7	ENSG00000234088
RPS15AP8
RPS15AP9	ENSG00000228453
RPS15AP10	ENSG00000225447
RPS15AP11	ENSG00000234093
RPS15AP12	ENSG00000232134
RPS15AP13	ENSG00000228568
RPS15AP14	ENSG00000233131
RPS15AP15	ENSG00000223739
RPS15AP16	ENSG00000239483
RPS15AP17	ENSG00000225405
RPS15AP18	ENSG00000242979
RPS15AP19	ENSG00000219023
RPS15AP20	ENSG00000214641
RPS15AP21
RPS15AP22
RPS15AP23
RPS15AP24	ENSG00000241511
RPS15AP25	ENSG00000236191
RPS15AP26
RPS15AP27	ENSG00000236783
RPS15AP28	ENSG00000229197
RPS15AP29	ENSG00000237827
RPS15AP30	ENSG00000227560
RPS15AP31
RPS15AP32	ENSG00000242461
RPS15AP33
RPS15AP34	ENSG00000241808
RPS15AP35
RPS15AP36	ENSG00000213013
RPS15AP37	ENSG00000235573
RPS15AP38	ENSG00000237668
RPS15AP39	ENSG00000229822
RPS15AP40	ENSG00000233921
RPS15P1
RPS15P2
RPS15P3
RPS15P4	ENSG00000233762
RPS15P5	ENSG00000229806
RPS15P6
RPS15P7
RPS15P8
RPS15P9	ENSG00000240846
RPS16	ENSG00000105193		S16, uS9
RPS16P1
RPS16P2	ENSG00000213729
RPS16P3	ENSG00000233329
RPS16P4	ENSG00000231449
RPS16P5	ENSG00000217527
RPS16P6
RPS16P7
RPS16P8	ENSG00000213664
RPS16P9	ENSG00000242675
RPS16P10
RPS17	ENSG00000182774	RPS17L	RPS17L1, RPS17L2, MGC72007, S17, eS17
RPS17L
RPS17L3
RPS17P1	ENSG00000213900		RPS17p, dJ994E9.1
RPS17P2	ENSG00000197575	RPS17L1, RPS17A
RPS17P3		RPS17L2, RPS17B
RPS17P4			cB1E7.2
